,,,Universitas,,,,Alamat,Kota,Kode Pos,Full Address,Latitude,Longitude,,,,,Address,Lat,Long
301,403,Aktif,Akademi Kebidanan Audi Husada Medan,14 Oktober 2009 ,166DO2009,14 Oktober 2009 ,Jl. Bunga NCole Raya No. 83 Medan,Kec. Medan Tuntungan - Kota Medan - Prop. Sumatera Utara,12345,Jl. Bunga NCole Raya No. 83 Medan Kec. Medan Tuntungan - Kota Medan - Prop. Sumatera Utara 12345 ,,,618361656,618361656,audihusada@yahoo.co.id, audihusadamedan.ac.id,Akademi Kebidanan Audi Husada Medan Jl. Bunga NCole Raya No. 83 Medan Kec. Medan Tuntungan - Kota Medan - Prop. Sumatera Utara 12345,,
302,406,Aktif,Akademi Keperawatan Abdi Florensia,11/1/2011, -,11/1/2010, Jln. Pdt. J. Wismar Saragih Pematangsiantar,Kec. Siantar Martoba - Kota Pematang Siantar - Prop. Sumatera Utara,0, Jln. Pdt. J. Wismar Saragih Pematangsiantar Kec. Siantar Martoba - Kota Pematang Siantar - Prop. Sumatera Utara 0 ,,, , , , ,Akademi Keperawatan Abdi Florensia  Jln. Pdt. J. Wismar Saragih Pematangsiantar Kec. Siantar Martoba - Kota Pematang Siantar - Prop. Sumatera Utara 0,,
303,407,Aktif,Akademi Keperawatan Kesdam IBukit Barisan Pematang Siantar,23 Desember 2010 ,239DO2010,23 Desember 2010 ,Jl. Gunung Simanuk - manuk No.6 Pematangsiantar.,Kota Pematang Siantar - Prop. Sumatera Utara - Indonesia,21115,Jl. Gunung Simanuk - manuk No.6 Pematangsiantar. Kota Pematang Siantar - Prop. Sumatera Utara - Indonesia 21115 ,2.9526107,99.0593836,0622-25696,0622-25696,akperkesdamsiantar@gmail.com,,Akademi Keperawatan Kesdam IBukit Barisan Pematang Siantar Jl. Gunung Simanuk - manuk No.6 Pematangsiantar. Kota Pematang Siantar - Prop. Sumatera Utara - Indonesia 21115,2.951227,99.057627
304,408,Aktif,Akademi Keperawatan Kesdam IBukit Barisan Binjai,23 Desember 2010 ,234DO2010,23 Desember 2010 ,"Jl. Bandung No. 4
Binjai",Kec. Binjai Selatan - Kota Binjai - Prop. Sumatera Utara,0,"Jl. Bandung No. 4
Binjai Kec. Binjai Selatan - Kota Binjai - Prop. Sumatera Utara 0 ",,, , , , www.akperkesdam.com,"Akademi Keperawatan Kesdam IBukit Barisan Binjai Jl. Bandung No. 4
Binjai Kec. Binjai Selatan - Kota Binjai - Prop. Sumatera Utara 0",,
305,409,Aktif,Akademi Keperawatan Kesdam IBukit Barisan Medan,23 Desember 2010 ,240DO2010,23 Desember 2010 , Medan,Kota Medan - Prop. Sumatera Utara - Indonesia,0, Medan Kota Medan - Prop. Sumatera Utara - Indonesia 0 ,3.5919223,98.621843, , , , ,Akademi Keperawatan Kesdam IBukit Barisan Medan  Medan Kota Medan - Prop. Sumatera Utara - Indonesia 0,,
306,410,Aktif,Akademi Farmasi Yayasan Tenaga Pembangunan Arjuna Laguboti,23 Desember 2010 ,242DO2010,23 Desember 2010 ,"Jl. Arjuna Pintubosi - Laguboti
Kecamatan Laguboti
Kabupaten Toba Samosir",Kec. Lagu Boti - Kab. Toba Samosir - Prop. Sumatera Utara,22381,"Jl. Arjuna Pintubosi - Laguboti
Kecamatan Laguboti
Kabupaten Toba Samosir Kec. Lagu Boti - Kab. Toba Samosir - Prop. Sumatera Utara 22381 ",,,(0632) 331380,(0632) 331380,akfar.arjuna@gmail.com,-,"Akademi Farmasi Yayasan Tenaga Pembangunan Arjuna Laguboti Jl. Arjuna Pintubosi - Laguboti
Kecamatan Laguboti
Kabupaten Toba Samosir Kec. Lagu Boti - Kab. Toba Samosir - Prop. Sumatera Utara 22381",2.3817264,99.1519691
307,411,Aktif,Akademi Keperawatan Sari Mutiara Medan,31 Desember 2009 ,197DO2009,31 Desember 2009 , Jl. Kapten Muslim No. 92,Kota Medan - Prop. Sumatera Utara - Indonesia,0, Jl. Kapten Muslim No. 92 Kota Medan - Prop. Sumatera Utara - Indonesia 0 ,3.5974393,98.6451814, , , , ,Akademi Keperawatan Sari Mutiara Medan  Jl. Kapten Muslim No. 92 Kota Medan - Prop. Sumatera Utara - Indonesia 0,3.5958865,98.6325611
308,412,Aktif,Akademi Keperawatan HKBP Balige,3 Januari 2012 ,01EO2012,3 Januari 2012 ," Jl.Gereja NO.17 Balige  Tobasa 
Sumatera Utara",Kec. Balige - Kab. Toba Samosir - Prop. Sumatera Utara,0," Jl.Gereja NO.17 Balige  Tobasa 
Sumatera Utara Kec. Balige - Kab. Toba Samosir - Prop. Sumatera Utara 0 ",,,21137, , akperhkbp@akper.ac.id, www.akperhkbp.ac.id,"Akademi Keperawatan HKBP Balige  Jl.Gereja NO.17 Balige  Tobasa 
Sumatera Utara Kec. Balige - Kab. Toba Samosir - Prop. Sumatera Utara 0",,
309,414,Aktif,Akademi Kebidanan Deli Husada Delitua Medan,2 Oktober 2012 ,343EO2012,2 Oktober 2012 ,Jl. Besar No 77 Delitua ,Kec. Lubuk Pakam - Kab. Deli Serdang - Prop. Sumatera Utara,0,Jl. Besar No 77 Delitua  Kec. Lubuk Pakam - Kab. Deli Serdang - Prop. Sumatera Utara 0 ,,, , , , ,Akademi Kebidanan Deli Husada Delitua Medan Jl. Besar No 77 Delitua  Kec. Lubuk Pakam - Kab. Deli Serdang - Prop. Sumatera Utara 0,3.4883105,98.6832413
310,419,Aktif,ATRO Yayasan Amal Bhakti Medan,11/9/2012,389EO2012,11/9/2012,"Jln. H. M. Joni, No.50 - A Medan",Prop. Sumatera Utara - Indonesia,20227,"Jln. H. M. Joni, No.50 - A Medan Prop. Sumatera Utara - Indonesia 20227 ",3.5684676,98.6931439,81286214166,061-7362560,atromedan@yahoo.co.id,http:atro-amalbhaktimedan.ac.id,"ATRO Yayasan Amal Bhakti Medan Jln. H. M. Joni, No.50 - A Medan Prop. Sumatera Utara - Indonesia 20227",3.5685736,98.6995528
311,420,Aktif,Akademi Pendidikan Kesehatan Talitakum,9/11/2014,403EO2014,9/11/2014,"Jl. Setia Budi No. 418 A, Kel. Tanjung Sari, Kec. Medan Selayang, Medan",Kec. Medan Selayang - Kota Medan - Prop. Sumatera Utara,20142,"Jl. Setia Budi No. 418 A, Kel. Tanjung Sari, Kec. Medan Selayang, Medan Kec. Medan Selayang - Kota Medan - Prop. Sumatera Utara 20142 ",3.550735,98.629192,061 88360137, ,yayasan.talitakum@yahoo.com,www.talitakum.ac.id,"Akademi Pendidikan Kesehatan Talitakum Jl. Setia Budi No. 418 A, Kel. Tanjung Sari, Kec. Medan Selayang, Medan Kec. Medan Selayang - Kota Medan - Prop. Sumatera Utara 20142",3.549716,98.62916
312,422,Aktif,Politeknik Unggul LP3M,21 Maret 2001 ,25DO2001,5 Februari 2002 ,Jalan Iskandar Muda No 3EF Medan,Kec. Medan Baru - Kota Medan - Prop. Sumatera Utara,20156,Jalan Iskandar Muda No 3EF Medan Kec. Medan Baru - Kota Medan - Prop. Sumatera Utara 20156 ,3.5764726,98.6608637,"061-4530701,4530702",061-4530704,info@politeknikunggul.ac.id,www.politeknikunggul.ac.id,Politeknik Unggul LP3M Jalan Iskandar Muda No 3EF Medan Kec. Medan Baru - Kota Medan - Prop. Sumatera Utara 20156,3.5724518,98.6604721
313,425,Aktif,Politeknik Profesional Mandiri,30 Desember 2002 ,2183DT2005 S.D. 2188,11 Juli 2005 ,Jl Setiabudi No 75 Helvetia ,Kec. Medan Helvetia - Kota Medan - Prop. Sumatera Utara,20124,Jl Setiabudi No 75 Helvetia  Kec. Medan Helvetia - Kota Medan - Prop. Sumatera Utara 20124 ,3.582491,98.6432637,061-845-5417,061-845-6871, poltekppm@gmail.com, ,Politeknik Profesional Mandiri Jl Setiabudi No 75 Helvetia  Kec. Medan Helvetia - Kota Medan - Prop. Sumatera Utara 20124,,
314,426,Aktif,Politeknik Poliprofesi Medan,4/12/2002,12,4/12/2002,Jalan Sei Batanghari No 3-4 ,Kota Medan - Prop. Sumatera Utara - Indonesia,20231,Jalan Sei Batanghari No 3-4  Kota Medan - Prop. Sumatera Utara - Indonesia 20231 ,,,"061-8446729,8446701",061-8446701,layanan@poliprofesi.ac.id,ppm.poliprofesi.ac.id,Politeknik Poliprofesi Medan Jalan Sei Batanghari No 3-4  Kota Medan - Prop. Sumatera Utara - Indonesia 20231,3.5852159,98.6428208
315,427,Aktif,Politeknik LP3I Medan,10 Oktober 2003 ,175DO2003,10 Oktober 2003 ,Jl. Amaliun No. 37 Kota Matsum IV Medan Area,Kota Medan - Prop. Sumatera Utara - Indonesia,20125,Jl. Amaliun No. 37 Kota Matsum IV Medan Area Kota Medan - Prop. Sumatera Utara - Indonesia 20125 ,3.5763389,98.6910527,061-7322634,061-7322649,administrasi@plm.ac.id,plm.ac.id,Politeknik LP3I Medan Jl. Amaliun No. 37 Kota Matsum IV Medan Area Kota Medan - Prop. Sumatera Utara - Indonesia 20125,3.5763389,98.6910527
316,429,Aktif,Politeknik Santo Thomas,9/5/2003,137DO2003,9/5/2003,Jl Matahari Raya No 84 A Medan Helvetia Kota Medan Provinsi Sumatera Utara,Kec. Medan Helvetia - Kota Medan - Prop. Sumatera Utara,20124,Jl Matahari Raya No 84 A Medan Helvetia Kota Medan Provinsi Sumatera Utara Kec. Medan Helvetia - Kota Medan - Prop. Sumatera Utara 20124 ,3.6116668,98.6308168,618450764,618460304,stthomas@indosat.net.id,www.politeknik-santothomas.ac.id,Politeknik Santo Thomas Jl Matahari Raya No 84 A Medan Helvetia Kota Medan Provinsi Sumatera Utara Kec. Medan Helvetia - Kota Medan - Prop. Sumatera Utara 20124,3.6107217,98.6380971
317,430,Aktif,Politeknik Trijaya Krama,4/18/2008,69DO2008,4/18/2008,Jalan Iskandar Muda Nomor 3 D Medan,Kec. Medan Petisah - Kota Medan - Prop. Sumatera Utara,12345,Jalan Iskandar Muda Nomor 3 D Medan Kec. Medan Petisah - Kota Medan - Prop. Sumatera Utara 12345 ,,, 061 88813414, ,politeknik.trijaya@yahoo.com,www.politeknik-trijaya.ac.id,Politeknik Trijaya Krama Jalan Iskandar Muda Nomor 3 D Medan Kec. Medan Petisah - Kota Medan - Prop. Sumatera Utara 12345,,
318,432,Aktif,Politeknik Tanjungbalai,12 Juni 2008 ,105DO2008,12 Juni 2008 ,Jalan Sei Raja Kel. Sei Raja Kec. Sei Tualang Raso Tanjungbalai,Kec. S. Tualang Raso - Kota Tanjung Balai - Prop. Sumatera Utara,21345,Jalan Sei Raja Kel. Sei Raja Kec. Sei Tualang Raso Tanjungbalai Kec. S. Tualang Raso - Kota Tanjung Balai - Prop. Sumatera Utara 21345 ,,,0623-92102,0623-93717,politekniktanjungbalai@ymail.com,www.poltan.ac.id,Politeknik Tanjungbalai Jalan Sei Raja Kel. Sei Raja Kec. Sei Tualang Raso Tanjungbalai Kec. S. Tualang Raso - Kota Tanjung Balai - Prop. Sumatera Utara 21345,,
319,433,Aktif,Politeknik Kesehatan YRSU Dr Rusdi,17 Juni 2009 ,71DO2009,17 Juni 2009 ,"Jln. H. Adam Malik, No.140-142 Medan, Sumatera Utara",Kec. Medan Barat - Kota Medan - Prop. Sumatera Utara,20114,"Jln. H. Adam Malik, No.140-142 Medan, Sumatera Utara Kec. Medan Barat - Kota Medan - Prop. Sumatera Utara 20114 ",3.604031,98.668965,061-6614941,061-6614941,poltekkesdrrusdi@yahoo.com,www.poltekesdrrusdi.ac.id,"Politeknik Kesehatan YRSU Dr Rusdi Jln. H. Adam Malik, No.140-142 Medan, Sumatera Utara Kec. Medan Barat - Kota Medan - Prop. Sumatera Utara 20114",,
320,435,Tutup,Politeknik Bisnis Indonesia,10 Mei 1993 ,NO.10,10 Mei 1993 ,Jalan Pertambangan No 2-A ,Kota Jakarta Barat - Prop. D.K.I. Jakarta - Indonesia,13430,Jalan Pertambangan No 2-A  Kota Jakarta Barat - Prop. D.K.I. Jakarta - Indonesia 13430 ,-6.2155066,106.7716044,021-8614393,021-8614393,polibi@balimail.com, ,Politeknik Bisnis Indonesia Jalan Pertambangan No 2-A  Kota Jakarta Barat - Prop. D.K.I. Jakarta - Indonesia 13430,-6.216291,106.770951
321,438,Aktif,Universitas Muhammadiyah Palembang,15 Juni 1979 ,9001984,9 Maret 1984 ,Jalan Jenderal Ahmad Yani 13 ULU PLAJU PALEMBANG,Kec. Plaju - Kota Palembang - Prop. Sumatera Selatan,30263,Jalan Jenderal Ahmad Yani 13 ULU PLAJU PALEMBANG Kec. Plaju - Kota Palembang - Prop. Sumatera Selatan 30263 ,,,711513022,711513078,kontak@umpalembang.ac.id,www.umpalembang.ac.id,Universitas Muhammadiyah Palembang Jalan Jenderal Ahmad Yani 13 ULU PLAJU PALEMBANG Kec. Plaju - Kota Palembang - Prop. Sumatera Selatan 30263,,
322,439,Aktif,Universitas Muhammadiyah Lampung,4/24/1987,183,4/24/1987,Jalan ZA Pagaralam No 14 ,Kota Bandar Lampung - Prop. Lampung - Indonesia,35142,Jalan ZA Pagaralam No 14  Kota Bandar Lampung - Prop. Lampung - Indonesia 35142 ,-5.3673664,105.2325678,0721-701246,0721-701246,um_lampung@yahoo.co.id,www.uml.ac.id.,Universitas Muhammadiyah Lampung Jalan ZA Pagaralam No 14  Kota Bandar Lampung - Prop. Lampung - Indonesia 35142,-5.3785896,105.2525043
323,440,Aktif,Universitas Sang Bumi Ruwa Jurai,8 Agustus 1990 ,50701990,8 Agustus 1990 ,Jalan Imam Bonjol No 468 Lengkapura,Kota Bandar Lampung - Prop. Lampung - Indonesia,35145,Jalan Imam Bonjol No 468 Lengkapura Kota Bandar Lampung - Prop. Lampung - Indonesia 35145 ,-5.3942608,105.2333286,(0721) 265734,(0721) 257838, ,www.saburai.ac.id,Universitas Sang Bumi Ruwa Jurai Jalan Imam Bonjol No 468 Lengkapura Kota Bandar Lampung - Prop. Lampung - Indonesia 35145,,
324,441,Aktif,Universitas Muhammadiyah Metro,30 Mei 1967 ,20J.A.7161,30 Mei 1967 ,Jl Ki Hajar Dewantara No 116 Iringmulyo Kec Metro Timur,Kota Metro - Prop. Lampung - Indonesia,34111,Jl Ki Hajar Dewantara No 116 Iringmulyo Kec Metro Timur Kota Metro - Prop. Lampung - Indonesia 34111 ,-5.1203942,105.3300399,(0725) 42445-42454,(0725) 42445,info@ummetro.ac.id,www.ummetro.ac.id,Universitas Muhammadiyah Metro Jl Ki Hajar Dewantara No 116 Iringmulyo Kec Metro Timur Kota Metro - Prop. Lampung - Indonesia 34111,-5.1203942,105.3300399
325,442,Aktif,Universitas Prof Dr Hazairin SH,4/16/1984,1,4/16/1984,Jalan Jenderal Ahmad Yani No 1 ,Kota Bengkulu - Prop. Bengkulu - Indonesia,38115,Jalan Jenderal Ahmad Yani No 1  Kota Bengkulu - Prop. Bengkulu - Indonesia 38115 ,-3.7907187,102.2542323,0736 20956,0736 20956, unihaz_bengkulu@yahoo.com, unihaz.ac.id,Universitas Prof Dr Hazairin SH Jalan Jenderal Ahmad Yani No 1  Kota Bengkulu - Prop. Bengkulu - Indonesia 38115,-3.7918704,102.2568447
326,443,Aktif,Universitas Palembang,20 Januari 1988 ,37,20 Januari 1988 ,Jalan Dharmapala No 1-A Bukit Besar Palembang,Kota Palembang - Prop. Sumatera Selatan - Indonesia,30139,Jalan Dharmapala No 1-A Bukit Besar Palembang Kota Palembang - Prop. Sumatera Selatan - Indonesia 30139 ,-2.9923443,104.7244134,0711-440650,0711-442318,universitas_palembang@yahoo.com,www.unpal.ac.id,Universitas Palembang Jalan Dharmapala No 1-A Bukit Besar Palembang Kota Palembang - Prop. Sumatera Selatan - Indonesia 30139,-2.992392,104.725846
327,444,Aktif,Universitas IBA,11/1/1986,1,9/1/1959,Jalan Mayor Ruslan ,Kota Palembang - Prop. Sumatera Selatan - Indonesia,30113,Jalan Mayor Ruslan  Kota Palembang - Prop. Sumatera Selatan - Indonesia 30113 ,-2.9696518,104.7616493,0711-351364,0711-350793,uiba@iba.ac.id,www.iba.ac.id,Universitas IBA Jalan Mayor Ruslan  Kota Palembang - Prop. Sumatera Selatan - Indonesia 30113,-2.9645428,104.7639081
328,445,Aktif,Universitas Tridinanti,7 Februari 1977 ,194,11 Mei 1983 ,Jl Kapten Marzuki No 2446 Kamboja,Kec. Ilir Timur I - Kota Palembang - Prop. Sumatera Selatan,30129,Jl Kapten Marzuki No 2446 Kamboja Kec. Ilir Timur I - Kota Palembang - Prop. Sumatera Selatan 30129 ,,,0711-355961,0711-358566,tridinanti@univ-tridinanti.ac.id,www.univ-tridinanti.ac.id,Universitas Tridinanti Jl Kapten Marzuki No 2446 Kamboja Kec. Ilir Timur I - Kota Palembang - Prop. Sumatera Selatan 30129,,
329,446,Aktif,Universitas Malahayati,28 Januari 1994 ,144.1994,26 Juni 1994 ,"Jalan Pramuka No 27, Kemiling ",Kota Bandar Lampung - Prop. Lampung - Indonesia,35153,"Jalan Pramuka No 27, Kemiling  Kota Bandar Lampung - Prop. Lampung - Indonesia 35153 ",-5.371353,105.2275058,0721-271112,0721-271119,rektor@malahayati.ac.id,www.malahayati.ac.id,"Universitas Malahayati Jalan Pramuka No 27, Kemiling  Kota Bandar Lampung - Prop. Lampung - Indonesia 35153",-5.3827043,105.2185247
330,447,Aktif,Universitas Muhammadiyah Bengkulu,22 Juni 1991 ,"18,40",22 Juni 1991 ,"Jalan Bali Kota Bengkulu 38119
",Kota Bengkulu - Prop. Bengkulu - Indonesia,38119,"Jalan Bali Kota Bengkulu 38119
 Kota Bengkulu - Prop. Bengkulu - Indonesia 38119 ",-3.7871654,102.2647951,(0736) 22765,(0736) 26161,humas@umb.ac.id,www.umb.ac.id,"Universitas Muhammadiyah Bengkulu Jalan Bali Kota Bengkulu 38119
 Kota Bengkulu - Prop. Bengkulu - Indonesia 38119",-3.7871654,102.2647951
331,448,Aktif,Universitas Tamansiswa,2 Juli 1987 ,231DIKTIKEP1994,19 Agustus 1994 ,Jalan Tamansiswa No 261 ,Kota Palembang - Prop. Sumatera Selatan - Indonesia,30125,Jalan Tamansiswa No 261  Kota Palembang - Prop. Sumatera Selatan - Indonesia 30125 ,-2.9762589,104.757897,0711-373292,0711-373292, , ,Universitas Tamansiswa Jalan Tamansiswa No 261  Kota Palembang - Prop. Sumatera Selatan - Indonesia 30125,-2.9762935,104.7579506
332,449,Aktif,Universitas Bandar Lampung,17 Januari 1984 ,767M.0502KopII1984,17 Januari 1984 ,Jalan ZA Pagar Alam No 26 Labuhan Ratu,Kota Bandar Lampung - Prop. Lampung - Indonesia,35142,Jalan ZA Pagar Alam No 26 Labuhan Ratu Kota Bandar Lampung - Prop. Lampung - Indonesia 35142 ,-5.3795338,105.2517045,721701979,721701467,www@ubl.ac.id,www.ubl.ac.id,Universitas Bandar Lampung Jalan ZA Pagar Alam No 26 Labuhan Ratu Kota Bandar Lampung - Prop. Lampung - Indonesia 35142,-5.3795338,105.2517045
333,450,Aktif,Universitas Sjakhyakirti,4/1/1953,24,27 Mei 1994 ,Jl Sultan Muhammad Mansyur Kb Gede 32 Ilir,Kota Palembang - Prop. Sumatera Selatan - Indonesia,30145,Jl Sultan Muhammad Mansyur Kb Gede 32 Ilir Kota Palembang - Prop. Sumatera Selatan - Indonesia 30145 ,,,358320,364300,sjakhyakirti@gmail.com,www.sjakhyakirti.ac.id,Universitas Sjakhyakirti Jl Sultan Muhammad Mansyur Kb Gede 32 Ilir Kota Palembang - Prop. Sumatera Selatan - Indonesia 30145,,
334,452,Aktif,Universitas Baturaja,8 Juli 1999 ,27,4/8/1999,Jl Ratu Penghulu No 2301 ,Kab. Ogan Komering Ulu - Prop. Sumatera Selatan - Indonesia,32115,Jl Ratu Penghulu No 2301  Kab. Ogan Komering Ulu - Prop. Sumatera Selatan - Indonesia 32115 ,-4.1443494,104.1731531,0735-326122,0735-326122,info@unbara.ac.id,www.unbara.ac.id,Universitas Baturaja Jl Ratu Penghulu No 2301  Kab. Ogan Komering Ulu - Prop. Sumatera Selatan - Indonesia 32115,-4.1405705,104.1759897
335,453,Aktif,Universitas PGRI Palembang,31 Agustus 1980 ,97DO2000,9 Juni 2000 ,Jl Jenderal Ahmad Yani Lorong Gotong Royong 910,Prop. Sumatera Selatan - Indonesia,30263,Jl Jenderal Ahmad Yani Lorong Gotong Royong 910 Prop. Sumatera Selatan - Indonesia 30263 ,,,0711-510043,0711-514782, , ,Universitas PGRI Palembang Jl Jenderal Ahmad Yani Lorong Gotong Royong 910 Prop. Sumatera Selatan - Indonesia 30263,,
336,454,Aktif,Universitas Kader Bangsa,5 Juli 2001 ,12DO2004,30 Januari 2004 ,Jl Mayjen HM Ryacudu No 88 ,Kota Palembang - Prop. Sumatera Selatan - Indonesia,30129,Jl Mayjen HM Ryacudu No 88  Kota Palembang - Prop. Sumatera Selatan - Indonesia 30129 ,-2.9983962,104.7683436,0711-318311-510173,0711-519827,info@ukb.ac.id,www.ukb.ac.id,Universitas Kader Bangsa Jl Mayjen HM Ryacudu No 88  Kota Palembang - Prop. Sumatera Selatan - Indonesia 30129,-2.9966143,104.7663984
337,455,Aktif,Universitas Ratu Samban,22 Februari 2001 ,172D02001,30 Agustus 2001 ,Jl Jenderal Sudirman No 87 Bengkulu Utara,Kab. Bengkulu Utara - Prop. Bengkulu - Indonesia,38611,Jl Jenderal Sudirman No 87 Bengkulu Utara Kab. Bengkulu Utara - Prop. Bengkulu - Indonesia 38611 ,,,737522613,737522613,ratusamban@ymail.com,www.unras.ac.id,Universitas Ratu Samban Jl Jenderal Sudirman No 87 Bengkulu Utara Kab. Bengkulu Utara - Prop. Bengkulu - Indonesia 38611,-3.4360808,102.2055453
338,456,Aktif,Universitas Bina Darma,17 Maret 1993 ,112DO2002,7 Juni 2002 ,Jalan Jenderal Ahmad Yani No.12 Plaju,Kota Palembang - Prop. Sumatera Selatan - Indonesia,30264,Jalan Jenderal Ahmad Yani No.12 Plaju Kota Palembang - Prop. Sumatera Selatan - Indonesia 30264 ,-2.989849,104.791071,0711-515582,0711-518000,universitas@mail.binadarma.ac.id,www.binadarma.ac.id,Universitas Bina Darma Jalan Jenderal Ahmad Yani No.12 Plaju Kota Palembang - Prop. Sumatera Selatan - Indonesia 30264,-2.9978018,104.7742477
339,457,Aktif,Universitas Megou Pak Tulang Bawang,30 Oktober 2006 ,252,30 Oktober 2006 ,Jalan Lintas Timur Tulang Bawang,Kab. Tulang Bawang - Prop. Lampung - Indonesia,79117,Jalan Lintas Timur Tulang Bawang Kab. Tulang Bawang - Prop. Lampung - Indonesia 79117 ,-4.548993,105.2188925,8287572713, ,humas_ump@yahoo.co.id, www.megowpakuniversity.ac.id,Universitas Megou Pak Tulang Bawang Jalan Lintas Timur Tulang Bawang Kab. Tulang Bawang - Prop. Lampung - Indonesia 79117,-4.548993,105.2188925
340,458,Aktif,Universitas Islam Ogan Komering Ilir Kayuagung,5 Februari 2007 ,148DO2007,7 Agustus 2007 ,Kabupaten Oki ,Kab. Ogan Komering Ilir - Prop. Sumatera Selatan - Indonesia,12345,Kabupaten Oki  Kab. Ogan Komering Ilir - Prop. Sumatera Selatan - Indonesia 12345 ,,,712323151,712323151,uniskikayuagung@yahoo.co.id, www.uniski.ac.id,Universitas Islam Ogan Komering Ilir Kayuagung Kabupaten Oki  Kab. Ogan Komering Ilir - Prop. Sumatera Selatan - Indonesia 12345,-3.3792911,104.8260119
341,459,Aktif,Universitas Dehasen Bengkulu,4/28/2008,39DO2008,4/28/2008,Jalan Meranti Raya No 32 ,Kota Bengkulu - Prop. Bengkulu - Indonesia,38227,Jalan Meranti Raya No 32  Kota Bengkulu - Prop. Bengkulu - Indonesia 38227 ,-3.7943287,102.2750809,0736-22-027,0736 341139, info@unived.ac.id, unived.ac.id,Universitas Dehasen Bengkulu Jalan Meranti Raya No 32  Kota Bengkulu - Prop. Bengkulu - Indonesia 38227,-3.7938152,102.2777215
342,460,Aktif,Universitas Indo Global Mandiri,22 Mei 2008 ,025DT2008,22 Mei 2008 ,Jl. Jendral Sudirman No. 629 Km. 3.5 Palembang,Kota Palembang - Prop. Sumatera Selatan - Indonesia,11111,Jl. Jendral Sudirman No. 629 Km. 3.5 Palembang Kota Palembang - Prop. Sumatera Selatan - Indonesia 11111 ,,,0711-322705,0711-357754,univ@igm.ac.id,www.uigm.ac.id,Universitas Indo Global Mandiri Jl. Jendral Sudirman No. 629 Km. 3.5 Palembang Kota Palembang - Prop. Sumatera Selatan - Indonesia 11111,,
343,461,Aktif,Universitas Musi Rawas,9/25/2009,08DO2010,1 Februari 2010 ,"Jalan Pembangunan Komplek Pemkab Musi Rawas, Kel. Air Kuti",Kec. Lubuk Linggau Timur I - Kota Lubuk Linggau - Prop. Sumatera Selatan,31611,"Jalan Pembangunan Komplek Pemkab Musi Rawas, Kel. Air Kuti Kec. Lubuk Linggau Timur I - Kota Lubuk Linggau - Prop. Sumatera Selatan 31611 ",,,0733-324-083,0733-324-083, , ,"Universitas Musi Rawas Jalan Pembangunan Komplek Pemkab Musi Rawas, Kel. Air Kuti Kec. Lubuk Linggau Timur I - Kota Lubuk Linggau - Prop. Sumatera Selatan 31611",,
344,462,Aktif,Universitas Nahdlatul Ulama Lampung,17 Oktober 2014 ,562EO2014,17 Oktober 2014 ,"Jl. Hanafiah, Lintas Timur, Mataram Marga",Kec. Sukadana - Kab. Lampung Timur - Prop. Lampung,34394,"Jl. Hanafiah, Lintas Timur, Mataram Marga Kec. Sukadana - Kab. Lampung Timur - Prop. Lampung 34394 ",,,72542338, ,akademik@unulampung.ac.id,www.unulampung.ac.id,"Universitas Nahdlatul Ulama Lampung Jl. Hanafiah, Lintas Timur, Mataram Marga Kec. Sukadana - Kab. Lampung Timur - Prop. Lampung 34394",,
345,465,Aktif,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Pringsewu,8 Agustus 1996 ,58D01996,8 Agustus 1996 ,Jl Makam KH Ghalib No 112 ,Kab. Pringsewu - Prop. Lampung - Indonesia,35373,Jl Makam KH Ghalib No 112  Kab. Pringsewu - Prop. Lampung - Indonesia 35373 ,-5.3483072,104.971905,0729-24041,0729-24041,humas@stiemuh-pringsewu.ac.id, www.stiemuh-pringsewu.ac.id,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Pringsewu Jl Makam KH Ghalib No 112  Kab. Pringsewu - Prop. Lampung - Indonesia 35373,-5.3482064,104.9715147
346,466,Aktif,STKIP PGRI Lubuk Linggau,9/7/1987,589,19 Februari 2004 ,"Jl Mayor Toha, Kel. Air Kuti, Lubuklinggau",Kec. Lubuk Linggau Timur I - Kota Lubuk Linggau - Prop. Sumatera Selatan,31626,"Jl Mayor Toha, Kel. Air Kuti, Lubuklinggau Kec. Lubuk Linggau Timur I - Kota Lubuk Linggau - Prop. Sumatera Selatan 31626 ",-3.2759565,102.91208,0733-451432,0733-451432,info@stkip-lubuklinggau.ac.id,www.stkip-lubuklinggau.ac.id,"STKIP PGRI Lubuk Linggau Jl Mayor Toha, Kel. Air Kuti, Lubuklinggau Kec. Lubuk Linggau Timur I - Kota Lubuk Linggau - Prop. Sumatera Selatan 31626",,
